,id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
18,2943176,mentougou_aq,2018-04-01 17:00:00,0.108,0.051333333333333335,0.29333333333333333,0.05333333333333334,0.114,0.023333333333333334
19,2943177,pinggu_aq,2018-04-01 17:00:00,0.265,0.056916666666666664,0.09333333333333334,0.08666666666666667,0.244,0.006666666666666667
20,2943178,huairou_aq,2018-04-01 17:00:00,0.232,0.0625,0.11333333333333333,0.09333333333333332,0.154,0.016666666666666666
21,2943179,miyun_aq,2018-04-01 17:00:00,0.256,0.06808333333333333,0.25666666666666665,0.11333333333333333,0.128,0.016666666666666666
22,2943180,yanqin_aq,2018-04-01 17:00:00,0.167,0.07366666666666667,0.26666666666666666,0.08,0.114,0.016666666666666666
23,2943181,dingling_aq,2018-04-01 17:00:00,0.194,0.07766666666666666,0.10666666666666667,0.08666666666666667,0.298,0.02666666666666667
24,2943182,badaling_aq,2018-04-01 17:00:00,0.145,0.08166666666666667,0.5233333333333333,0.1,0.012,0.043333333333333335
25,2943183,miyunshuiku_aq,2018-04-01 17:00:00,0.23,0.08833333333333333,0.09333333333333334,0.10666666666666667,0.282,0.03666666666666667
26,2943184,donggaocun_aq,2018-04-01 17:00:00,0.251,0.095,0.11333333333333333,0.07333333333333333,0.234,0.06
27,2943185,yongledian_aq,2018-04-01 17:00:00,0.208,0.10166666666666667,0.4066666666666667,0.14,0.044,0.043333333333333335
28,2943186,yufa_aq,2018-04-01 17:00:00,0.127,0.06433333333333334,0.12666666666666668,0.05333333333333334,0.19,0.043333333333333335
29,2943187,liulihe_aq,2018-04-01 17:00:00,0.111,0.059666666666666666,0.12333333333333334,0.04666666666666666,0.134,0.04666666666666667
30,2943188,qianmen_aq,2018-04-01 17:00:00,0.147,0.059333333333333335,0.36666666666666664,0.060000000000000005,0.072,0.05
31,2943189,yongdingmennei_aq,2018-04-01 17:00:00,0.133,0.051333333333333335,0.3233333333333333,0.060000000000000005,0.098,0.06666666666666667
32,2943190,xizhimenbei_aq,2018-04-01 17:00:00,0.155,0.06,0.33,0.07333333333333333,0.068,0.05
33,2943191,nansanhuan_aq,2018-04-01 17:00:00,0.121,0.07666666666666666,0.37333333333333335,0.060000000000000005,0.066,0.06
34,2943192,dongsihuan_aq,2018-04-01 17:00:00,0.17,0.093,0.49666666666666665,0.09333333333333332,0.004,0.056666666666666664
35,2943214,dongsi_aq,2018-04-01 18:00:00,0.138,0.06866666666666667,0.33666666666666667,0.06666666666666667,0.046,0.05
36,2943215,tiantan_aq,2018-04-01 18:00:00,0.129,0.051333333333333335,0.3433333333333333,0.060000000000000005,0.022,0.01
37,2943216,guanyuan_aq,2018-04-01 18:00:00,0.132,0.058333333333333334,0.33,0.060000000000000005,0.046,0.02666666666666667
38,2943217,wanshouxigong_aq,2018-04-01 18:00:00,0.12,0.05566666666666667,0.25333333333333335,0.060000000000000005,0.052,0.03
39,2943218,aotizhongxin_aq,2018-04-01 18:00:00,0.168,0.07733333333333334,0.43,0.08666666666666667,0.004,0.023333333333333334
40,2943219,nongzhanguan_aq,2018-04-01 18:00:00,0.178,0.078,0.43,0.09333333333333332,0.004,0.02666666666666667
41,2943220,wanliu_aq,2018-04-01 18:00:00,0.172,0.07233333333333333,0.4866666666666667,0.07333333333333333,0.004,0.02
42,2943221,beibuxinqu_aq,2018-04-01 18:00:00,0.179,0.07088888888888888,0.44666666666666666,0.09333333333333332,0.004,0.006666666666666667
43,2943222,zhiwuyuan_aq,2018-04-01 18:00:00,0.1615,0.06944444444444443,0.42,0.07666666666666666,0.021,0.02666666666666667
44,2943223,fengtaihuayuan_aq,2018-04-01 18:00:00,0.144,0.068,0.3933333333333333,0.060000000000000005,0.038,0.04666666666666667
45,2943224,yungang_aq,2018-04-01 18:00:00,0.183,0.08133333333333333,0.3233333333333333,0.06666666666666667,0.084,0.05333333333333334
46,2943225,gucheng_aq,2018-04-01 18:00:00,0.2,0.126,0.5566666666666666,0.08,0.004,0.02666666666666667
47,2943226,fangshan_aq,2018-04-01 18:00:00,0.144,0.07566666666666666,0.36333333333333334,0.05333333333333334,0.05,0.03333333333333333
48,2943227,daxing_aq,2018-04-01 18:00:00,0.119,0.07533333333333334,0.48,0.060000000000000005,0.004,0.02666666666666667
49,2943228,yizhuang_aq,2018-04-01 18:00:00,0.118,0.06233333333333333,0.44666666666666666,0.06666666666666667,0.026,0.023333333333333334
50,2943229,tongzhou_aq,2018-04-01 18:00:00,0.276,0.060583333333333336,0.19333333333333333,0.11333333333333333,0.078,0.03333333333333333
51,2943230,shunyi_aq,2018-04-01 18:00:00,0.256,0.058833333333333335,0.16,0.11333333333333333,0.158,0.05
52,2943231,pingchang_aq,2018-04-01 18:00:00,0.216,0.05708333333333333,0.15,0.08,0.138,0.016666666666666666
53,2943232,mentougou_aq,2018-04-01 18:00:00,0.116,0.05533333333333333,0.23,0.060000000000000005,0.13,0.02
54,2943233,pinggu_aq,2018-04-01 18:00:00,0.272,0.059083333333333335,0.09666666666666666,0.08666666666666667,0.23,0.006666666666666667
55,2943234,huairou_aq,2018-04-01 18:00:00,0.23,0.06283333333333334,0.07333333333333333,0.08666666666666667,0.154,0.016666666666666666
56,2943235,miyun_aq,2018-04-01 18:00:00,0.259,0.06658333333333333,0.27,0.10666666666666667,0.084,0.013333333333333334
57,2943236,yanqin_aq,2018-04-01 18:00:00,0.162,0.07033333333333333,0.24333333333333335,0.08,0.108,0.016666666666666666
58,2943237,dingling_aq,2018-04-01 18:00:00,0.198,0.07366666666666667,0.10333333333333333,0.09333333333333332,0.266,0.023333333333333334
59,2943238,badaling_aq,2018-04-01 18:00:00,0.157,0.077,0.5566666666666666,0.1,0.004,0.04
60,2943239,miyunshuiku_aq,2018-04-01 18:00:00,0.244,0.0801111111111111,0.10333333333333333,0.1,0.236,0.03666666666666667
61,2943240,donggaocun_aq,2018-04-01 18:00:00,0.238,0.08322222222222221,0.09333333333333334,0.08,0.222,0.06
62,2943241,yongledian_aq,2018-04-01 18:00:00,0.212,0.08633333333333333,0.38666666666666666,0.14666666666666667,0.034,0.03333333333333333
63,2943242,yufa_aq,2018-04-01 18:00:00,0.156,0.07866666666666666,0.09666666666666666,0.06666666666666667,0.224,0.04
64,2943243,liulihe_aq,2018-04-01 18:00:00,0.108,0.054,0.16666666666666666,0.04666666666666666,0.106,0.041666666666666664
65,2943244,qianmen_aq,2018-04-01 18:00:00,0.141,0.061,0.42333333333333334,0.060000000000000005,0.026,0.043333333333333335
66,2943245,yongdingmennei_aq,2018-04-01 18:00:00,0.134,0.05366666666666667,0.33,0.05333333333333334,0.044,0.05
67,2943246,xizhimenbei_aq,2018-04-01 18:00:00,0.161,0.06533333333333333,0.4,0.06666666666666667,0.016,0.02666666666666667
68,2943247,nansanhuan_aq,2018-04-01 18:00:00,0.121,0.07666666666666666,0.37,0.05333333333333334,0.038,0.04
69,2943248,dongsihuan_aq,2018-04-01 18:00:00,0.211,0.11033333333333334,0.45,0.11333333333333333,0.004,0.043333333333333335
70,2943270,dongsi_aq,2018-04-01 19:00:00,0.156,0.07633333333333334,0.38,0.06666666666666667,0.008,0.03333333333333333
71,2943271,tiantan_aq,2018-04-01 19:00:00,0.125,0.04766666666666667,0.32,0.060000000000000005,0.01,0.01
72,2943272,guanyuan_aq,2018-04-01 19:00:00,0.186,0.07766666666666666,0.47,0.09333333333333332,0.004,0.023333333333333334
73,2943273,wanshouxigong_aq,2018-04-01 19:00:00,0.125,0.051,0.2966666666666667,0.060000000000000005,0.018,0.02
74,2943274,aotizhongxin_aq,2018-04-01 19:00:00,0.249,0.09133333333333334,0.37666666666666665,0.10666666666666667,0.004,0.016666666666666666
75,2943275,nongzhanguan_aq,2018-04-01 19:00:00,0.212,0.08033333333333334,0.38333333333333336,0.10666666666666667,0.004,0.02666666666666667
76,2943276,wanliu_aq,2018-04-01 19:00:00,0.215,0.08666666666666667,0.44333333333333336,0.1,0.014,0.02
77,2943277,beibuxinqu_aq,2018-04-01 19:00:00,0.159,0.081,0.4,0.08,0.004,0.006666666666666667
78,2943278,zhiwuyuan_aq,2018-04-01 19:00:00,0.1545,0.07533333333333334,0.4166666666666667,0.07,0.007,0.028333333333333332
79,2943279,fengtaihuayuan_aq,2018-04-01 19:00:00,0.15,0.06966666666666667,0.43333333333333335,0.060000000000000005,0.01,0.05
80,2943280,yungang_aq,2018-04-01 19:00:00,0.146,0.066,0.32,0.060000000000000005,0.078,0.03666666666666667
81,2943281,gucheng_aq,2018-04-01 19:00:00,0.191,0.13933333333333334,0.54,0.06666666666666667,0.004,0.023333333333333334
82,2943282,fangshan_aq,2018-04-01 19:00:00,0.156,0.08866666666666667,0.48333333333333334,0.06666666666666667,0.004,0.023333333333333334
83,2943283,daxing_aq,2018-04-01 19:00:00,0.116,0.08,0.4533333333333333,0.060000000000000005,0.004,0.023333333333333334
84,2943284,yizhuang_aq,2018-04-01 19:00:00,0.126,0.062,0.4066666666666667,0.08,0.028,0.016666666666666666
85,2943285,tongzhou_aq,2018-04-01 19:00:00,0.252,0.06541666666666666,0.14333333333333334,0.09333333333333332,0.108,0.03
86,2943286,shunyi_aq,2018-04-01 19:00:00,0.257,0.06883333333333333,0.18666666666666668,0.11333333333333333,0.122,0.05333333333333334
87,2943287,pingchang_aq,2018-04-01 19:00:00,0.194,0.07225,0.4033333333333333,0.08666666666666667,0.014,0.023333333333333334
88,2943288,mentougou_aq,2018-04-01 19:00:00,0.155,0.07566666666666666,0.29333333333333333,0.07333333333333333,0.08,0.02
89,2943289,pinggu_aq,2018-04-01 19:00:00,0.283,0.0755,0.10666666666666667,0.09333333333333332,0.202,0.006666666666666667
90,2943290,huairou_aq,2018-04-01 19:00:00,0.22,0.07533333333333334,0.08666666666666667,0.08666666666666667,0.154,0.016666666666666666
91,2943291,miyun_aq,2018-04-01 19:00:00,0.257,0.07516666666666667,0.4,0.10666666666666667,0.004,0.013333333333333334
92,2943292,yanqin_aq,2018-04-01 19:00:00,0.16,0.075,0.22,0.08,0.106,0.013333333333333334
93,2943293,dingling_aq,2018-04-01 19:00:00,0.193,0.0815,0.15333333333333332,0.08,0.178,0.013333333333333334
94,2943294,badaling_aq,2018-04-01 19:00:00,0.175,0.088,0.5066666666666667,0.07333333333333333,0.008,0.03666666666666667
95,2943295,miyunshuiku_aq,2018-04-01 19:00:00,0.247,0.08366666666666667,0.10666666666666667,0.09333333333333332,0.214,0.03666666666666667
96,2943296,donggaocun_aq,2018-04-01 19:00:00,0.265,0.07933333333333334,0.11,0.09333333333333332,0.204,0.06333333333333334
97,2943297,yongledian_aq,2018-04-01 19:00:00,0.225,0.075,0.3233333333333333,0.15333333333333332,0.022,0.016666666666666666
98,2943298,yufa_aq,2018-04-01 19:00:00,0.177,0.07066666666666667,0.11,0.06666666666666667,0.212,0.03666666666666667
99,2943299,liulihe_aq,2018-04-01 19:00:00,0.106,0.057,0.22,0.05333333333333334,0.06,0.035
100,2943300,qianmen_aq,2018-04-01 19:00:00,0.15,0.08366666666666667,0.45666666666666667,0.08666666666666667,0.004,0.03333333333333333
101,2943301,yongdingmennei_aq,2018-04-01 19:00:00,0.134,0.051666666666666666,0.38333333333333336,0.06666666666666667,0.004,0.03
102,2943302,xizhimenbei_aq,2018-04-01 19:00:00,0.231,0.08866666666666667,0.49,0.09333333333333332,0.004,0.02666666666666667
103,2943303,nansanhuan_aq,2018-04-01 19:00:00,0.121,0.07533333333333334,0.4,0.060000000000000005,0.006,0.043333333333333335
104,2943304,dongsihuan_aq,2018-04-01 19:00:00,0.265,0.10933333333333334,0.39,0.10666666666666667,0.004,0.03333333333333333
105,2943326,dongsi_aq,2018-04-01 20:00:00,0.219,0.09,0.38333333333333336,0.08666666666666667,0.004,0.03
106,2943327,tiantan_aq,2018-04-01 20:00:00,0.152,0.05366666666666667,0.33,0.08,0.004,0.01
107,2943328,guanyuan_aq,2018-04-01 20:00:00,0.218,0.087,0.4166666666666667,0.10666666666666667,0.004,0.02
108,2943329,wanshouxigong_aq,2018-04-01 20:00:00,0.134,0.06833333333333333,0.3433333333333333,0.08,0.004,0.02
109,2943330,aotizhongxin_aq,2018-04-01 20:00:00,0.26,0.075,0.3566666666666667,0.10666666666666667,0.004,0.016666666666666666
110,2943331,nongzhanguan_aq,2018-04-01 20:00:00,0.249,0.08166666666666667,0.32666666666666666,0.11333333333333333,0.004,0.02
111,2943332,wanliu_aq,2018-04-01 20:00:00,0.224,0.08833333333333333,0.41,0.10666666666666667,0.004,0.02
112,2943333,beibuxinqu_aq,2018-04-01 20:00:00,0.171,0.08622222222222223,0.38666666666666666,0.08666666666666667,0.004,0.006666666666666667
113,2943334,zhiwuyuan_aq,2018-04-01 20:00:00,0.178,0.08411111111111111,0.4266666666666667,0.08666666666666667,0.004,0.02
114,2943335,fengtaihuayuan_aq,2018-04-01 20:00:00,0.185,0.082,0.4666666666666667,0.08666666666666667,0.004,0.03333333333333333
115,2943336,yungang_aq,2018-04-01 20:00:00,0.173,0.08233333333333333,0.2833333333333333,0.07333333333333333,0.066,0.023333333333333334
116,2943337,gucheng_aq,2018-04-01 20:00:00,0.206,0.13066666666666665,0.4866666666666667,0.06666666666666667,0.004,0.016666666666666666
117,2943338,fangshan_aq,2018-04-01 20:00:00,0.148,0.08666666666666667,0.48333333333333334,0.060000000000000005,0.004,0.02666666666666667
118,2943339,daxing_aq,2018-04-01 20:00:00,0.12,0.08066666666666666,0.43,0.06666666666666667,0.004,0.016666666666666666
119,2943340,yizhuang_aq,2018-04-01 20:00:00,0.215,0.08366666666666667,0.36333333333333334,0.12666666666666665,0.004,0.01
120,2943341,tongzhou_aq,2018-04-01 20:00:00,0.259,0.07677777777777778,0.19666666666666666,0.12000000000000001,0.046,0.03333333333333333
121,2943342,shunyi_aq,2018-04-01 20:00:00,0.261,0.06988888888888888,0.2,0.12000000000000001,0.098,0.05
122,2943343,pingchang_aq,2018-04-01 20:00:00,0.168,0.063,0.45,0.08666666666666667,0.004,0.03
123,2943344,mentougou_aq,2018-04-01 20:00:00,0.231,0.084,0.2866666666666667,0.08666666666666667,0.056,0.016666666666666666
124,2943345,pinggu_aq,2018-04-01 20:00:00,0.29,0.07908333333333334,0.10666666666666667,0.11333333333333333,0.03866666666666667,0.006666666666666667
125,2943346,huairou_aq,2018-04-01 20:00:00,0.216,0.07416666666666667,0.07,0.07333333333333333,0.021333333333333336,0.01
126,2943347,miyun_aq,2018-04-01 20:00:00,0.249,0.06925,0.35333333333333333,0.10666666666666667,0.004,0.01
127,2943348,yanqin_aq,2018-04-01 20:00:00,0.156,0.06433333333333334,0.13333333333333333,0.08,0.158,0.016666666666666666
128,2943349,dingling_aq,2018-04-01 20:00:00,0.204,0.0705,0.13333333333333333,0.08,0.14,0.01
129,2943350,badaling_aq,2018-04-01 20:00:00,0.175,0.07666666666666666,0.42333333333333334,0.06666666666666667,0.022,0.023333333333333334
130,2943351,miyunshuiku_aq,2018-04-01 20:00:00,0.241,0.07408333333333333,0.10333333333333333,0.09333333333333332,0.19,0.03333333333333333
131,2943352,donggaocun_aq,2018-04-01 20:00:00,0.266,0.0715,0.11333333333333333,0.11333333333333333,0.101,0.06333333333333334
132,2943353,yongledian_aq,2018-04-01 20:00:00,0.254,0.06891666666666667,0.28,0.14,0.012,0.01
133,2943354,yufa_aq,2018-04-01 20:00:00,0.192,0.06633333333333333,0.15,0.06666666666666667,0.094,0.02666666666666667
134,2943355,liulihe_aq,2018-04-01 20:00:00,0.105,0.058,0.23666666666666666,0.05333333333333334,0.028,0.028333333333333332
135,2943356,qianmen_aq,2018-04-01 20:00:00,0.191,0.086,0.43,0.10666666666666667,0.022,0.03
136,2943357,yongdingmennei_aq,2018-04-01 20:00:00,0.178,0.06833333333333333,0.39,0.09333333333333332,0.016,0.023333333333333334
137,2943358,xizhimenbei_aq,2018-04-01 20:00:00,0.265,0.07133333333333333,0.3933333333333333,0.1,0.01,0.023333333333333334
138,2943359,nansanhuan_aq,2018-04-01 20:00:00,0.132,0.07433333333333333,0.3933333333333333,0.06666666666666667,0.004,0.03333333333333333
139,2943360,dongsihuan_aq,2018-04-01 20:00:00,0.29,0.11566666666666667,0.3466666666666667,0.10666666666666667,0.004,0.02666666666666667
140,2943382,dongsi_aq,2018-04-01 21:00:00,0.249,0.08866666666666667,0.33,0.11333333333333333,0.004,0.02666666666666667
141,2943383,tiantan_aq,2018-04-01 21:00:00,0.2,0.07133333333333333,0.28,0.1,0.01,0.013333333333333334
142,2943384,guanyuan_aq,2018-04-01 21:00:00,0.241,0.08733333333333333,0.36333333333333334,0.10666666666666667,0.004,0.016666666666666666
143,2943385,wanshouxigong_aq,2018-04-01 21:00:00,0.207,0.10333333333333333,0.31333333333333335,0.11333333333333333,0.004,0.02
144,2943386,aotizhongxin_aq,2018-04-01 21:00:00,0.255,0.09677777777777777,0.34,0.10666666666666667,0.004,0.013333333333333334
145,2943387,nongzhanguan_aq,2018-04-01 21:00:00,0.249,0.09022222222222223,0.3233333333333333,0.10666666666666667,0.004,0.013333333333333334
146,2943388,wanliu_aq,2018-04-01 21:00:00,0.236,0.08366666666666667,0.35,0.10666666666666667,0.004,0.016666666666666666
147,2943389,beibuxinqu_aq,2018-04-01 21:00:00,0.174,0.08944444444444444,0.3233333333333333,0.08666666666666667,0.004,0.006666666666666667
148,2943390,zhiwuyuan_aq,2018-04-01 21:00:00,0.2195,0.09522222222222222,0.365,0.09666666666666668,0.004,0.013333333333333334
149,2943391,fengtaihuayuan_aq,2018-04-01 21:00:00,0.265,0.101,0.4066666666666667,0.10666666666666667,0.004,0.02
150,2943392,yungang_aq,2018-04-01 21:00:00,0.211,0.09033333333333333,0.37666666666666665,0.08666666666666667,0.01,0.01
151,2943393,gucheng_aq,2018-04-01 21:00:00,0.255,0.116,0.36333333333333334,0.1,0.004,0.01
152,2943394,fangshan_aq,2018-04-01 21:00:00,0.157,0.088,0.4666666666666667,0.06666666666666667,0.004,0.02
153,2943395,daxing_aq,2018-04-01 21:00:00,0.143,0.07933333333333334,0.39,0.08,0.004,0.016666666666666666
154,2943396,yizhuang_aq,2018-04-01 21:00:00,0.22,0.07475,0.3,0.10666666666666667,0.004,0.006666666666666667
155,2943397,tongzhou_aq,2018-04-01 21:00:00,0.257,0.07016666666666667,0.20333333333333334,0.15333333333333332,0.032,0.04
156,2943398,shunyi_aq,2018-04-01 21:00:00,0.262,0.06558333333333333,0.21666666666666667,0.14,0.072,0.04666666666666667
157,2943399,pingchang_aq,2018-04-01 21:00:00,0.164,0.061,0.42333333333333334,0.08666666666666667,0.004,0.03333333333333333
158,2943400,mentougou_aq,2018-04-01 21:00:00,0.181,0.06213333333333333,0.19333333333333333,0.07333333333333333,0.11,0.016666666666666666
159,2943401,pinggu_aq,2018-04-01 21:00:00,0.298,0.06326666666666667,0.11,0.12000000000000001,0.146,0.006666666666666667
160,2943402,huairou_aq,2018-04-01 21:00:00,0.221,0.0644,0.10333333333333333,0.1,0.118,0.01
161,2943403,miyun_aq,2018-04-01 21:00:00,0.247,0.06553333333333333,0.34,0.11333333333333333,0.004,0.01
162,2943404,yanqin_aq,2018-04-01 21:00:00,0.171,0.06666666666666667,0.20666666666666667,0.08666666666666667,0.104,0.013333333333333334
163,2943405,dingling_aq,2018-04-01 21:00:00,0.207,0.06716666666666667,0.1,0.08666666666666667,0.128,0.006666666666666667
164,2943406,badaling_aq,2018-04-01 21:00:00,0.156,0.06766666666666667,0.32666666666666666,0.060000000000000005,0.054,0.016666666666666666
165,2943407,miyunshuiku_aq,2018-04-01 21:00:00,0.227,0.063,0.11,0.09333333333333332,0.186,0.016666666666666666
166,2943408,donggaocun_aq,2018-04-01 21:00:00,0.272,0.058333333333333334,0.12333333333333334,0.13333333333333333,0.148,0.05
167,2943409,yongledian_aq,2018-04-01 21:00:00,0.23,0.05366666666666667,0.29,0.12666666666666665,0.004,0.01
168,2943410,yufa_aq,2018-04-01 21:00:00,0.146,0.049,0.33666666666666667,0.05333333333333334,0.004,0.02
169,2943411,liulihe_aq,2018-04-01 21:00:00,0.11,0.09833333333333333,0.32,0.05333333333333334,0.004,0.021666666666666667
170,2943412,qianmen_aq,2018-04-01 21:00:00,0.244,0.086,0.35333333333333333,0.11333333333333333,0.004,0.023333333333333334
171,2943413,yongdingmennei_aq,2018-04-01 21:00:00,0.248,0.086,0.32,0.10666666666666667,0.01,0.023333333333333334
172,2943414,xizhimenbei_aq,2018-04-01 21:00:00,0.284,0.086,0.36666666666666664,0.10666666666666667,0.004,0.023333333333333334
173,2943415,nansanhuan_aq,2018-04-01 21:00:00,0.227,0.086,0.3933333333333333,0.10666666666666667,0.004,0.03
174,2943416,dongsihuan_aq,2018-04-01 21:00:00,0.286,0.11033333333333334,0.36333333333333334,0.1,0.004,0.03
175,2943438,dongsi_aq,2018-04-01 22:00:00,0.245,0.082,0.31333333333333335,0.11333333333333333,0.004,0.02666666666666667
176,2943439,tiantan_aq,2018-04-01 22:00:00,0.241,0.08633333333333333,0.2633333333333333,0.12666666666666665,0.012,0.013333333333333334
177,2943440,guanyuan_aq,2018-04-01 22:00:00,0.245,0.09066666666666667,0.3433333333333333,0.11333333333333333,0.004,0.016666666666666666
178,2943441,wanshouxigong_aq,2018-04-01 22:00:00,0.239,0.095,0.25,0.12666666666666665,0.006,0.023333333333333334
179,2943442,aotizhongxin_aq,2018-04-01 22:00:00,0.246,0.09383333333333334,0.34,0.10666666666666667,0.004,0.01
180,2943443,nongzhanguan_aq,2018-04-01 22:00:00,0.241,0.09266666666666666,0.31,0.12000000000000001,0.004,0.016666666666666666
181,2943444,wanliu_aq,2018-04-01 22:00:00,0.243,0.0915,0.3333333333333333,0.10666666666666667,0.004,0.02
182,2943445,beibuxinqu_aq,2018-04-01 22:00:00,0.166,0.09033333333333333,0.32,0.08666666666666667,0.004,0.006666666666666667
183,2943446,zhiwuyuan_aq,2018-04-01 22:00:00,0.215,0.08916666666666667,0.3333333333333333,0.1,0.004,0.013333333333333334
184,2943447,fengtaihuayuan_aq,2018-04-01 22:00:00,0.264,0.088,0.3466666666666667,0.11333333333333333,0.004,0.02
185,2943448,yungang_aq,2018-04-01 22:00:00,0.246,0.096,0.3466666666666667,0.10666666666666667,0.004,0.01
186,2943449,gucheng_aq,2018-04-01 22:00:00,0.274,0.101,0.3433333333333333,0.10666666666666667,0.004,0.01
187,2943450,fangshan_aq,2018-04-01 22:00:00,0.19,0.104,0.48,0.08666666666666667,0.004,0.013333333333333334
188,2943451,daxing_aq,2018-04-01 22:00:00,0.202,0.095,0.35333333333333333,0.12000000000000001,0.004,0.01
189,2943452,yizhuang_aq,2018-04-01 22:00:00,0.223,0.08866666666666667,0.2833333333333333,0.14,0.004,0.01
190,2943453,tongzhou_aq,2018-04-01 22:00:00,0.238,0.08233333333333333,0.22666666666666666,0.16,0.012,0.04
191,2943454,shunyi_aq,2018-04-01 22:00:00,0.298,0.076,0.22333333333333333,0.15333333333333332,0.052,0.043333333333333335
192,2943455,pingchang_aq,2018-04-01 22:00:00,0.186,0.06966666666666667,0.36333333333333334,0.08666666666666667,0.008,0.01
193,2943456,mentougou_aq,2018-04-01 22:00:00,0.142,0.06946666666666666,0.13333333333333333,0.060000000000000005,0.16,0.02
194,2943457,pinggu_aq,2018-04-01 22:00:00,0.298,0.06926666666666667,0.12,0.12000000000000001,0.13,0.006666666666666667
195,2943458,huairou_aq,2018-04-01 22:00:00,0.214,0.06906666666666667,0.11666666666666667,0.1,0.114,0.01
196,2943459,miyun_aq,2018-04-01 22:00:00,0.245,0.06886666666666666,0.32,0.12666666666666665,0.004,0.013333333333333334
197,2943460,yanqin_aq,2018-04-01 22:00:00,0.173,0.06866666666666667,0.25,0.08666666666666667,0.066,0.013333333333333334
198,2943461,dingling_aq,2018-04-01 22:00:00,0.208,0.06733333333333333,0.16,0.08666666666666667,0.11,0.006666666666666667
199,2943462,badaling_aq,2018-04-01 22:00:00,0.141,0.066,0.36333333333333334,0.060000000000000005,0.04,0.02
200,2943463,miyunshuiku_aq,2018-04-01 22:00:00,0.218,0.06416666666666666,0.12,0.09333333333333332,0.17,0.01
201,2943464,donggaocun_aq,2018-04-01 22:00:00,0.268,0.06233333333333333,0.13333333333333333,0.14666666666666667,0.12,0.04666666666666667
202,2943465,yongledian_aq,2018-04-01 22:00:00,0.206,0.0605,0.2866666666666667,0.14666666666666667,0.004,0.01
203,2943466,yufa_aq,2018-04-01 22:00:00,0.147,0.058666666666666666,0.32,0.060000000000000005,0.004,0.013333333333333334
204,2943467,liulihe_aq,2018-04-01 22:00:00,0.131,0.12066666666666667,0.35333333333333333,0.060000000000000005,0.004,0.018333333333333333
205,2943468,qianmen_aq,2018-04-01 22:00:00,0.252,0.11433333333333333,0.33666666666666667,0.12666666666666665,0.004,0.023333333333333334
206,2943469,yongdingmennei_aq,2018-04-01 22:00:00,0.257,0.108,0.2966666666666667,0.12666666666666665,0.008,0.023333333333333334
207,2943470,xizhimenbei_aq,2018-04-01 22:00:00,0.281,0.10166666666666667,0.37333333333333335,0.10666666666666667,0.004,0.023333333333333334
208,2943471,nansanhuan_aq,2018-04-01 22:00:00,0.282,0.09533333333333334,0.34,0.10666666666666667,0.004,0.023333333333333334
