index_col,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
285,0.034,0.015833333333333338,0.15,0.03333333333333333,0.106,0.016666666666666666
286,0.032,0.02,0.15666666666666668,0.03333333333333333,0.094,0.013333333333333334
287,0.032,0.02333333333333333,0.11666666666666667,0.03333333333333333,0.122,0.013333333333333334
288,0.036000000000000004,0.027222222222222224,0.1,0.02666666666666667,0.11800000000000001,0.01
289,0.039,0.06352941176470588,0.09666666666666666,0.02666666666666667,0.102,0.02666666666666667
290,0.038,0.12066666666666667,0.09333333333333334,0.02,0.11,0.02666666666666667
291,0.071,0.034333333333333334,0.11333333333333333,0.02666666666666667,0.042,0.02333333333333333
292,0.0955,0.05516666666666667,0.08333333333333333,0.023333333333333334,0.11000000000000001,0.02333333333333333
293,0.12,0.076,0.05333333333333334,0.02,0.17800000000000002,0.02333333333333333
294,0.055999999999999994,0.044333333333333336,0.09,0.02,0.152,0.02333333333333333
295,0.040999999999999995,0.032,0.08333333333333333,0.02,0.162,0.02666666666666667
296,0.026499999999999996,0.0195,0.06666666666666667,0.016666666666666666,0.185,0.025
297,0.012,0.006999999999999999,0.05,0.013333333333333334,0.20800000000000002,0.02333333333333333
298,0.013000000000000001,0.012,0.05,0.02,0.20800000000000002,0.02333333333333333
299,0.02,0.018000000000000002,0.043333333333333335,0.013333333333333334,0.218,0.02333333333333333
300,0.015,0.02,0.043333333333333335,0.013333333333333334,0.22399999999999998,0.02333333333333333
301,0.015,0.025333333333333333,0.04666666666666667,0.013333333333333334,0.226,0.02333333333333333
302,0.028999999999999998,0.035666666666666666,0.04,0.013333333333333334,0.22399999999999998,0.02666666666666667
303,0.035,0.050666666666666665,0.043333333333333335,0.013333333333333334,0.222,0.02666666666666667
304,0.059000000000000004,0.076,0.04666666666666667,0.02,0.218,0.02
305,0.073,0.096,0.05,0.02,0.214,0.02333333333333333
306,0.087,0.0995,0.060000000000000005,0.02,0.204,0.02333333333333333
307,0.10099999999999999,0.10300000000000001,0.07,0.02,0.19399999999999998,0.02333333333333333
308,0.106,0.11366666666666668,0.05666666666666665,0.02,0.2,0.016666666666666666
309,0.086,0.08633333333333333,0.06666666666666668,0.02,0.19,0.02333333333333333
310,0.084,0.07400000000000001,0.08333333333333333,0.02,0.174,0.016666666666666666
311,0.07400000000000001,0.062333333333333324,0.08,0.02,0.172,0.02
312,0.068,0.05466666666666667,0.13,0.02,0.14,0.02
313,0.062,0.049,0.19333333333333333,0.02,0.106,0.02
314,0.054000000000000006,0.03333333333333333,0.2733333333333333,0.02,0.054000000000000006,0.02333333333333333
315,0.038,0.03,0.23666666666666664,0.02666666666666667,0.07200000000000001,0.03
316,0.046,0.032,0.36,0.04,0.008,0.02333333333333333
317,0.051,0.03333333333333333,0.35,0.04666666666666666,0.004,0.02333333333333333
318,0.065,0.05,0.41,0.06000000000000001,0.004,0.02
319,0.064,0.03333333333333333,0.36,0.06000000000000001,0.03,0.03
320,0.038,0.021,0.22,0.03333333333333333,0.10800000000000001,0.013333333333333334
