,id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
27,2052227,pingchang_meo,2018-04-01 18:00:00,Hail,14.0,996.6,54.0,0.5,320.0
28,2052228,zhaitang_meo,2018-04-01 18:00:00,Hail,11.7,954.7,38.0,0.3,224.0
29,2052229,mentougou_meo,2018-04-01 18:00:00,Hail,13.0,995.3,52.0,1.8,262.0
30,2052230,beijing_meo,2018-04-01 18:00:00,Hail,17.2,1001.4,45.0,0.2,0.0
31,2052231,shijingshan_meo,2018-04-01 18:00:00,Hail,13.6,997.7,57.0,0.3,94.0
32,2052232,fengtai_meo,2018-04-01 18:00:00,Hail,14.2,998.7,63.0,0.5,271.0
33,2052233,daxing_meo,2018-04-01 18:00:00,Hail,13.7,1000.6,54.0,0.8,21.0
34,2052234,fangshan_meo,2018-04-01 18:00:00,Hail,12.4,999.5,59.0,1.7,17.0
35,2052235,xiayunling_meo,2018-04-01 18:00:00,Sunny/clear,12.4,958.5,43.0,0.9,148.0
36,2053751,shunyi_meo,2018-04-01 19:00:00,Hail,14.9,1002.0,78.0,0.6,37.0
37,2053752,hadian_meo,2018-04-01 19:00:00,Hail,15.0,999.6,69.0,1.7,33.0
38,2053753,yanqing_meo,2018-04-01 19:00:00,Hail,11.7,949.1,53.0,1.1,114.0
39,2053754,miyun_meo,2018-04-01 19:00:00,Hail,11.2,997.2,86.0,0.4,57.0
40,2053755,huairou_meo,2018-04-01 19:00:00,Hail,15.4,996.6,71.0,1.0,268.0
41,2053756,shangdianzi_meo,2018-04-01 19:00:00,Hail,18.3,971.2,49.0,4.2,267.0
42,2053757,pinggu_meo,2018-04-01 19:00:00,Hail,16.5,1001.6,69.0,3.3,88.0
43,2053758,tongzhou_meo,2018-04-01 19:00:00,Hail,13.5,1002.7,86.0,2.7,88.0
44,2053759,chaoyang_meo,2018-04-01 19:00:00,Hail,14.1,1001.1,81.0,1.0,24.0
45,2053760,pingchang_meo,2018-04-01 19:00:00,Hail,13.6,996.5,56.0,0.5,293.0
46,2053761,zhaitang_meo,2018-04-01 19:00:00,Hail,10.7,954.7,41.0,0.3,19.0
47,2053762,mentougou_meo,2018-04-01 19:00:00,Hail,13.8,995.2,51.0,2.4,261.0
48,2053763,beijing_meo,2018-04-01 19:00:00,Hail,15.1,1001.1,68.0,1.6,52.0
49,2053764,shijingshan_meo,2018-04-01 19:00:00,Hail,12.7,997.6,61.0,0.3,301.0
50,2053765,fengtai_meo,2018-04-01 19:00:00,Hail,13.3,998.6,61.0,0.7,262.0
51,2053766,daxing_meo,2018-04-01 19:00:00,Hail,12.7,1000.3,59.0,0.9,40.0
52,2053767,fangshan_meo,2018-04-01 19:00:00,Hail,12.5,999.2,59.0,1.2,360.0
53,2053768,xiayunling_meo,2018-04-01 19:00:00,Sunny/clear,11.2,958.2,46.0,1.1,146.0
54,2055284,shunyi_meo,2018-04-01 20:00:00,Hail,13.8,1001.6,82.0,0.0,0.0
55,2055285,hadian_meo,2018-04-01 20:00:00,Hail,13.5,999.3,77.0,1.0,33.0
56,2055286,yanqing_meo,2018-04-01 20:00:00,Hail,10.8,948.7,61.0,0.7,105.0
57,2055287,miyun_meo,2018-04-01 20:00:00,Hail,10.5,996.5,88.0,0.0,0.0
58,2055288,huairou_meo,2018-04-01 20:00:00,Hail,13.7,996.1,80.0,1.7,316.0
59,2055289,shangdianzi_meo,2018-04-01 20:00:00,Hail,15.4,970.8,60.0,1.5,231.0
60,2055290,pinggu_meo,2018-04-01 20:00:00,Hail,16.2,1001.4,71.0,3.9,106.0
61,2055291,tongzhou_meo,2018-04-01 20:00:00,Hail,13.3,1002.8,85.0,1.8,71.0
62,2055292,chaoyang_meo,2018-04-01 20:00:00,Hail,12.8,1000.8,84.0,1.2,108.0
63,2055293,pingchang_meo,2018-04-01 20:00:00,Hail,12.6,996.0,63.0,0.8,337.0
64,2055294,zhaitang_meo,2018-04-01 20:00:00,Sunny/clear,9.5,954.1,44.0,0.5,201.0
65,2055295,mentougou_meo,2018-04-01 20:00:00,Hail,13.1,994.8,60.0,0.6,302.0
66,2055296,beijing_meo,2018-04-01 20:00:00,Hail,14.4,1001.0,78.0,1.7,49.0
67,2055297,shijingshan_meo,2018-04-01 20:00:00,Hail,11.5,997.3,70.0,0.8,339.0
68,2055298,fengtai_meo,2018-04-01 20:00:00,Hail,12.6,998.2,75.0,0.3,354.0
69,2055299,daxing_meo,2018-04-01 20:00:00,Hail,12.6,1000.1,63.0,1.1,90.0
70,2055300,fangshan_meo,2018-04-01 20:00:00,Hail,12.3,998.9,56.0,0.8,73.0
71,2055301,xiayunling_meo,2018-04-01 20:00:00,Sunny/clear,10.6,957.8,47.0,0.2,0.0
72,2056817,shunyi_meo,2018-04-01 21:00:00,Hail,14.1,1001.6,83.0,0.6,196.0
73,2056818,hadian_meo,2018-04-01 21:00:00,Hail,13.1,999.5,82.0,0.9,41.0
74,2056819,yanqing_meo,2018-04-01 21:00:00,Hail,10.3,948.6,61.0,0.8,57.0
75,2056820,miyun_meo,2018-04-01 21:00:00,Thundershower,9.8,996.7,90.0,0.2,0.0
76,2056821,huairou_meo,2018-04-01 21:00:00,Hail,13.0,996.3,81.0,2.8,305.0
77,2056822,shangdianzi_meo,2018-04-01 21:00:00,Hail,14.1,970.8,68.0,1.4,256.0
78,2056823,pinggu_meo,2018-04-01 21:00:00,Hail,15.5,1001.2,73.0,3.5,97.0
79,2056824,tongzhou_meo,2018-04-01 21:00:00,Hail,12.6,1002.7,87.0,3.3,86.0
80,2056825,chaoyang_meo,2018-04-01 21:00:00,Cloudy,12.4,1000.9,91.0,0.9,77.0
81,2056826,pingchang_meo,2018-04-01 21:00:00,Hail,12.0,996.3,70.0,1.3,327.0
82,2056827,zhaitang_meo,2018-04-01 21:00:00,Sunny/clear,8.5,954.3,47.0,0.0,0.0
83,2056828,mentougou_meo,2018-04-01 21:00:00,Hail,12.3,995.0,70.0,1.2,302.0
84,2056829,beijing_meo,2018-04-01 21:00:00,Hail,13.7,1001.1,83.0,1.8,65.0
85,2056830,shijingshan_meo,2018-04-01 21:00:00,Hail,10.7,997.4,72.0,0.5,352.0
86,2056831,fengtai_meo,2018-04-01 21:00:00,Hail,14.3,998.4,81.0,1.0,56.0
87,2056832,daxing_meo,2018-04-01 21:00:00,Hail,12.8,1000.2,76.0,1.3,51.0
88,2056833,fangshan_meo,2018-04-01 21:00:00,Hail,10.7,999.0,60.0,1.2,83.0
89,2056834,xiayunling_meo,2018-04-01 21:00:00,Sunny/clear,9.8,957.7,49.0,0.3,178.0
90,2058350,shunyi_meo,2018-04-01 22:00:00,Hail,12.7,1002.2,88.0,0.3,28.0
91,2058351,hadian_meo,2018-04-01 22:00:00,Hail,12.8,999.9,86.0,1.1,43.0
92,2058352,yanqing_meo,2018-04-01 22:00:00,Hail,9.7,949.1,62.0,0.6,71.0
93,2058353,miyun_meo,2018-04-01 22:00:00,Thundershower,9.3,996.9,91.0,0.0,0.0
94,2058354,huairou_meo,2018-04-01 22:00:00,Hail,12.5,996.5,84.0,1.9,305.0
95,2058355,shangdianzi_meo,2018-04-01 22:00:00,Hail,13.3,971.0,72.0,0.6,205.0
96,2058356,pinggu_meo,2018-04-01 22:00:00,Hail,15.1,1001.5,75.0,3.2,97.0
97,2058357,tongzhou_meo,2018-04-01 22:00:00,Hail,12.0,1002.9,88.0,2.2,86.0
98,2058358,chaoyang_meo,2018-04-01 22:00:00,Cloudy,12.1,1001.4,91.0,1.3,29.0
99,2058359,pingchang_meo,2018-04-01 22:00:00,Hail,11.9,996.7,71.0,1.0,15.0
100,2058360,zhaitang_meo,2018-04-01 22:00:00,Sunny/clear,7.7,954.6,50.0,0.3,282.0
101,2058361,mentougou_meo,2018-04-01 22:00:00,Hail,11.7,995.4,73.0,1.6,269.0
102,2058362,beijing_meo,2018-04-01 22:00:00,Hail,13.1,1001.5,85.0,2.6,78.0
103,2058363,shijingshan_meo,2018-04-01 22:00:00,Hail,10.3,997.8,78.0,0.8,330.0
104,2058364,fengtai_meo,2018-04-01 22:00:00,Hail,14.8,998.7,77.0,1.2,56.0
105,2058365,daxing_meo,2018-04-01 22:00:00,Hail,12.4,1000.6,83.0,1.2,50.0
106,2058366,fangshan_meo,2018-04-01 22:00:00,Hail,11.3,999.4,68.0,1.6,63.0
107,2058367,xiayunling_meo,2018-04-01 22:00:00,Sunny/clear,9.1,958.0,52.0,1.0,167.0
108,2059883,shunyi_meo,2018-04-01 23:00:00,Hail,12.6,1002.7,89.0,0.5,282.0
109,2059884,hadian_meo,2018-04-01 23:00:00,Hail,13.3,1000.3,87.0,1.3,47.0
110,2059885,yanqing_meo,2018-04-01 23:00:00,Hail,9.6,949.4,64.0,1.1,93.0
111,2059886,miyun_meo,2018-04-01 23:00:00,Thundershower,9.6,997.5,91.0,0.0,0.0
112,2059887,huairou_meo,2018-04-01 23:00:00,Hail,12.5,997.0,85.0,1.0,322.0
113,2059888,shangdianzi_meo,2018-04-01 23:00:00,Hail,13.0,971.5,77.0,1.4,285.0
114,2059889,pinggu_meo,2018-04-01 23:00:00,Hail,15.6,1001.9,74.0,3.6,95.0
115,2059890,tongzhou_meo,2018-04-01 23:00:00,Hail,12.1,1003.3,88.0,1.5,93.0
116,2059891,chaoyang_meo,2018-04-01 23:00:00,Cloudy,12.9,1001.8,91.0,1.0,60.0
117,2059892,pingchang_meo,2018-04-01 23:00:00,Hail,12.3,997.1,72.0,1.0,315.0
118,2059893,zhaitang_meo,2018-04-01 23:00:00,Sunny/clear,7.7,955.1,49.0,0.0,0.0
119,2059894,mentougou_meo,2018-04-01 23:00:00,Hail,12.3,995.8,65.0,1.9,249.0
120,2059895,beijing_meo,2018-04-01 23:00:00,Hail,12.9,1002.0,85.0,2.0,78.0
121,2059896,shijingshan_meo,2018-04-01 23:00:00,Hail,12.9,998.3,85.0,0.5,160.0
122,2059897,fengtai_meo,2018-04-01 23:00:00,Hail,15.5,999.2,76.0,1.7,60.0
123,2059898,daxing_meo,2018-04-01 23:00:00,Hail,12.8,1001.2,88.0,1.4,64.0
124,2059899,fangshan_meo,2018-04-01 23:00:00,Hail,12.3,1000.0,82.0,1.6,82.0
125,2059900,xiayunling_meo,2018-04-01 23:00:00,Sunny/clear,9.4,958.3,49.0,0.6,153.0
126,2062930,shunyi_meo,2018-04-02 01:00:00,Hail,15.2,1003.1,80.0,0.8,174.0
127,2062931,hadian_meo,2018-04-02 01:00:00,Hail,16.5,1000.7,73.0,1.7,32.0
128,2062932,yanqing_meo,2018-04-02 01:00:00,Hail,15.0,949.8,52.0,0.5,266.0
129,2062933,miyun_meo,2018-04-02 01:00:00,Hail,16.2,997.9,75.0,1.4,221.0
130,2062934,huairou_meo,2018-04-02 01:00:00,Hail,16.4,997.3,70.0,1.6,240.0
131,2062935,shangdianzi_meo,2018-04-02 01:00:00,Hail,17.8,972.0,60.0,1.3,109.0
132,2062936,pinggu_meo,2018-04-02 01:00:00,Hail,18.5,1002.5,70.0,1.1,2.0
133,2062937,tongzhou_meo,2018-04-02 01:00:00,Hail,14.0,1004.1,81.0,1.4,104.0
134,2062938,chaoyang_meo,2018-04-02 01:00:00,Hail,14.7,1002.4,82.0,1.7,61.0
135,2062939,pingchang_meo,2018-04-02 01:00:00,Hail,17.2,997.3,60.0,1.1,191.0
136,2062940,zhaitang_meo,2018-04-02 01:00:00,Sunny/clear,16.0,955.2,28.0,1.3,71.0
137,2062941,mentougou_meo,2018-04-02 01:00:00,Hail,16.8,996.2,66.0,1.7,86.0
138,2062942,beijing_meo,2018-04-02 01:00:00,Hail,14.5,1002.5,79.0,1.7,80.0
139,2062943,shijingshan_meo,2018-04-02 01:00:00,Hail,16.8,998.7,68.0,2.3,57.0
140,2062944,fengtai_meo,2018-04-02 01:00:00,Hail,17.9,999.6,68.0,1.6,52.0
141,2062945,daxing_meo,2018-04-02 01:00:00,Hail,15.1,1001.6,78.0,1.9,22.0
142,2062946,fangshan_meo,2018-04-02 01:00:00,Hail,17.2,1000.3,64.0,1.3,79.0
143,2062947,xiayunling_meo,2018-04-02 01:00:00,Sunny/clear,17.1,958.5,29.0,1.1,84.0
144,2064463,shunyi_meo,2018-04-02 02:00:00,Hail,15.8,1003.2,78.0,1.2,171.0
145,2064464,hadian_meo,2018-04-02 02:00:00,Hail,18.4,1000.8,68.0,1.2,68.0
146,2064465,yanqing_meo,2018-04-02 02:00:00,Hail,18.0,949.9,45.0,1.3,251.0
147,2064466,miyun_meo,2018-04-02 02:00:00,Hail,18.0,997.8,70.0,1.8,262.0
148,2064467,huairou_meo,2018-04-02 02:00:00,Hail,17.0,997.5,71.0,0.8,247.0
149,2064468,shangdianzi_meo,2018-04-02 02:00:00,Hail,19.5,971.9,60.0,3.1,215.0
150,2064469,pinggu_meo,2018-04-02 02:00:00,Hail,19.7,1002.5,65.0,1.5,257.0
151,2064470,tongzhou_meo,2018-04-02 02:00:00,Hail,14.9,1004.1,78.0,1.3,81.0
152,2064471,chaoyang_meo,2018-04-02 02:00:00,Hail,15.5,1002.5,80.0,1.4,68.0
153,2064472,pingchang_meo,2018-04-02 02:00:00,Hail,19.0,997.4,59.0,1.9,119.0
154,2064473,zhaitang_meo,2018-04-02 02:00:00,Hail,19.7,954.9,24.0,0.9,33.0
155,2064474,mentougou_meo,2018-04-02 02:00:00,Hail,18.5,996.2,61.0,2.0,85.0
156,2064475,beijing_meo,2018-04-02 02:00:00,Hail,16.0,1002.4,75.0,2.3,78.0
157,2064476,shijingshan_meo,2018-04-02 02:00:00,Hail,18.5,998.7,63.0,2.8,27.0
158,2064477,fengtai_meo,2018-04-02 02:00:00,Hail,19.5,999.6,64.0,2.1,30.0
159,2064478,daxing_meo,2018-04-02 02:00:00,Hail,17.2,1001.6,71.0,2.2,61.0
160,2064479,fangshan_meo,2018-04-02 02:00:00,Hail,19.4,1000.2,54.0,3.2,28.0
161,2064480,xiayunling_meo,2018-04-02 02:00:00,Sunny/clear,21.6,958.3,22.0,1.4,352.0
162,2065996,shunyi_meo,2018-04-02 03:00:00,Hail,17.5,1003.0,73.0,1.5,144.0
163,2065997,hadian_meo,2018-04-02 03:00:00,Hail,19.7,1000.5,66.0,1.3,58.0
164,2065998,yanqing_meo,2018-04-02 03:00:00,Hail,20.9,949.4,35.0,1.1,357.0
165,2065999,miyun_meo,2018-04-02 03:00:00,Hail,20.0,997.5,65.0,2.1,257.0
166,2066000,huairou_meo,2018-04-02 03:00:00,Hail,19.7,997.2,67.0,2.1,205.0
167,2066001,shangdianzi_meo,2018-04-02 03:00:00,Hail,21.0,971.7,57.0,2.3,240.0
168,2066002,pinggu_meo,2018-04-02 03:00:00,Hail,21.3,1002.1,61.0,1.4,246.0
169,2066003,tongzhou_meo,2018-04-02 03:00:00,Hail,15.9,1004.1,75.0,2.0,111.0
170,2066004,chaoyang_meo,2018-04-02 03:00:00,Hail,16.6,1002.3,78.0,1.4,141.0
171,2066005,pingchang_meo,2018-04-02 03:00:00,Hail,20.0,997.1,62.0,2.2,122.0
172,2066006,zhaitang_meo,2018-04-02 03:00:00,Hail,23.8,954.3,17.0,1.4,68.0
173,2066007,mentougou_meo,2018-04-02 03:00:00,Hail,20.0,996.0,58.0,2.4,87.0
174,2066008,beijing_meo,2018-04-02 03:00:00,Hail,17.4,1002.5,73.0,2.5,108.0
175,2066009,shijingshan_meo,2018-04-02 03:00:00,Hail,20.0,998.5,60.0,3.5,75.0
176,2066010,fengtai_meo,2018-04-02 03:00:00,Hail,20.9,999.5,59.0,2.2,92.0
177,2066011,daxing_meo,2018-04-02 03:00:00,Hail,19.0,1001.6,66.0,2.9,55.0
178,2066012,fangshan_meo,2018-04-02 03:00:00,Hail,20.9,1000.2,50.0,2.7,68.0
179,2066013,xiayunling_meo,2018-04-02 03:00:00,Sunny/clear,25.4,957.7,17.0,1.5,26.0
180,2067529,shunyi_meo,2018-04-02 04:00:00,Hail,19.5,1002.4,67.0,3.5,198.0
181,2067530,hadian_meo,2018-04-02 04:00:00,Hail,21.5,999.9,59.0,1.3,51.0
182,2067531,yanqing_meo,2018-04-02 04:00:00,Hail,24.7,948.4,21.0,1.3,274.0
183,2067532,miyun_meo,2018-04-02 04:00:00,Hail,21.1,996.8,61.0,1.9,282.0
184,2067533,huairou_meo,2018-04-02 04:00:00,Hail,21.0,996.6,62.0,1.2,253.0
185,2067534,shangdianzi_meo,2018-04-02 04:00:00,Hail,22.4,971.2,52.0,3.5,239.0
186,2067535,pinggu_meo,2018-04-02 04:00:00,Hail,22.7,1001.7,56.0,2.0,181.0
187,2067536,tongzhou_meo,2018-04-02 04:00:00,Hail,17.9,1003.6,70.0,1.8,112.0
188,2067537,chaoyang_meo,2018-04-02 04:00:00,Hail,18.7,1001.8,69.0,1.6,64.0
189,2067538,pingchang_meo,2018-04-02 04:00:00,Hail,20.7,996.5,61.0,3.0,127.0
190,2067539,zhaitang_meo,2018-04-02 04:00:00,Hail,27.0,953.3,13.0,1.6,88.0
191,2067540,mentougou_meo,2018-04-02 04:00:00,Hail,21.6,995.4,52.0,3.1,93.0
192,2067541,beijing_meo,2018-04-02 04:00:00,Hail,18.5,1002.0,71.0,2.3,74.0
193,2067542,shijingshan_meo,2018-04-02 04:00:00,Hail,21.2,997.9,56.0,2.6,68.0
194,2067543,fengtai_meo,2018-04-02 04:00:00,Hail,21.9,998.9,55.0,2.2,94.0
195,2067544,daxing_meo,2018-04-02 04:00:00,Hail,20.5,1001.0,61.0,1.9,45.0
196,2067545,fangshan_meo,2018-04-02 04:00:00,Hail,22.0,999.6,46.0,1.5,111.0
197,2067546,xiayunling_meo,2018-04-02 04:00:00,Sunny/clear,27.7,957.0,16.0,1.2,327.0
198,2069062,shunyi_meo,2018-04-02 05:00:00,Hail,21.3,1001.7,61.0,2.2,175.0
199,2069063,hadian_meo,2018-04-02 05:00:00,Hail,23.2,999.3,50.0,1.1,99.0
200,2069064,yanqing_meo,2018-04-02 05:00:00,Hail,25.8,947.8,19.0,0.8,39.0
201,2069065,miyun_meo,2018-04-02 05:00:00,Hail,22.3,996.4,58.0,2.6,303.0
202,2069066,huairou_meo,2018-04-02 05:00:00,Hail,21.5,996.4,60.0,1.0,141.0
203,2069067,shangdianzi_meo,2018-04-02 05:00:00,Hail,23.8,970.6,46.0,5.1,263.0
204,2069068,pinggu_meo,2018-04-02 05:00:00,Hail,24.3,1000.9,50.0,1.4,127.0
205,2069069,tongzhou_meo,2018-04-02 05:00:00,Hail,20.5,1002.6,64.0,2.8,130.0
206,2069070,chaoyang_meo,2018-04-02 05:00:00,Hail,20.0,1001.0,65.0,2.5,119.0
207,2069071,pingchang_meo,2018-04-02 05:00:00,Hail,21.0,996.2,60.0,2.0,115.0
208,2069072,zhaitang_meo,2018-04-02 05:00:00,Sunny/clear,29.6,952.5,13.0,3.8,62.0
209,2069073,mentougou_meo,2018-04-02 05:00:00,Hail,22.8,994.8,47.0,1.8,91.0
210,2069074,beijing_meo,2018-04-02 05:00:00,Hail,20.2,1001.3,63.0,2.7,98.0
211,2069075,shijingshan_meo,2018-04-02 05:00:00,Hail,22.8,997.2,49.0,2.1,51.0
212,2069076,fengtai_meo,2018-04-02 05:00:00,Hail,23.4,998.3,48.0,2.2,107.0
213,2069077,daxing_meo,2018-04-02 05:00:00,Hail,21.7,1000.4,57.0,3.0,90.0
214,2069078,fangshan_meo,2018-04-02 05:00:00,Hail,23.4,999.0,42.0,2.1,83.0
215,2069079,xiayunling_meo,2018-04-02 05:00:00,Hail,27.6,956.6,23.0,2.5,212.0
216,2070595,shunyi_meo,2018-04-02 06:00:00,Hail,23.1,1001.0,54.0,3.1,166.0
217,2070596,hadian_meo,2018-04-02 06:00:00,Hail,24.8,998.7,42.0,1.2,163.0
218,2070597,yanqing_meo,2018-04-02 06:00:00,Sunny/clear,28.4,947.1,17.0,1.6,213.0
219,2070598,miyun_meo,2018-04-02 06:00:00,Hail,24.1,995.7,53.0,2.0,279.0
220,2070599,huairou_meo,2018-04-02 06:00:00,Hail,22.6,995.7,55.0,2.1,263.0
221,2070600,shangdianzi_meo,2018-04-02 06:00:00,Hail,24.2,970.2,45.0,6.0,228.0
222,2070601,pinggu_meo,2018-04-02 06:00:00,Hail,25.7,1000.5,44.0,1.8,128.0
223,2070602,tongzhou_meo,2018-04-02 06:00:00,Hail,22.4,1002.2,56.0,2.0,112.0
224,2070603,chaoyang_meo,2018-04-02 06:00:00,Hail,22.6,1000.5,54.0,1.5,189.0
225,2070604,pingchang_meo,2018-04-02 06:00:00,Hail,21.6,995.6,57.0,2.3,142.0
226,2070605,zhaitang_meo,2018-04-02 06:00:00,Hail,28.3,952.0,20.0,6.2,66.0
227,2070606,mentougou_meo,2018-04-02 06:00:00,Hail,24.1,994.4,39.0,2.4,68.0
228,2070607,beijing_meo,2018-04-02 06:00:00,Hail,22.4,1000.8,53.0,2.2,106.0
229,2070608,shijingshan_meo,2018-04-02 06:00:00,Hail,24.3,996.8,43.0,1.5,178.0
230,2070609,fengtai_meo,2018-04-02 06:00:00,Hail,24.7,997.9,45.0,1.8,65.0
231,2070610,daxing_meo,2018-04-02 06:00:00,Hail,23.2,999.8,50.0,2.4,49.0
232,2070611,fangshan_meo,2018-04-02 06:00:00,Hail,24.0,998.6,41.0,2.6,111.0
233,2070612,xiayunling_meo,2018-04-02 06:00:00,Hail,27.1,956.6,22.0,3.1,209.0
234,2072128,shunyi_meo,2018-04-02 07:00:00,Hail,24.3,1000.5,49.0,1.9,187.0
235,2072129,hadian_meo,2018-04-02 07:00:00,Hail,25.9,998.2,43.0,1.0,133.0
236,2072130,yanqing_meo,2018-04-02 07:00:00,Hail,29.0,946.6,18.0,4.2,157.0
237,2072131,miyun_meo,2018-04-02 07:00:00,Hail,25.4,995.1,45.0,2.1,275.0
238,2072132,huairou_meo,2018-04-02 07:00:00,Hail,24.2,995.1,50.0,1.7,240.0
239,2072133,shangdianzi_meo,2018-04-02 07:00:00,Hail,23.4,969.8,48.0,5.0,208.0
240,2072134,pinggu_meo,2018-04-02 07:00:00,Hail,26.3,1000.1,38.0,2.2,230.0
241,2072135,tongzhou_meo,2018-04-02 07:00:00,Hail,24.0,1001.6,49.0,1.4,85.0
242,2072136,chaoyang_meo,2018-04-02 07:00:00,Hail,23.8,999.9,50.0,1.6,135.0
243,2072137,pingchang_meo,2018-04-02 07:00:00,Hail,23.1,995.2,50.0,1.4,112.0
244,2072138,zhaitang_meo,2018-04-02 07:00:00,Hail,26.8,951.9,32.0,5.3,51.0
245,2072139,mentougou_meo,2018-04-02 07:00:00,Hail,24.5,993.9,42.0,1.7,85.0
246,2072140,beijing_meo,2018-04-02 07:00:00,Hail,24.3,1000.1,45.0,2.5,144.0
247,2072141,shijingshan_meo,2018-04-02 07:00:00,Hail,24.6,996.2,40.0,2.9,60.0
248,2072142,fengtai_meo,2018-04-02 07:00:00,Hail,24.8,997.3,46.0,2.4,94.0
249,2072143,daxing_meo,2018-04-02 07:00:00,Hail,24.6,999.2,46.0,1.3,69.0
250,2072144,fangshan_meo,2018-04-02 07:00:00,Hail,25.0,998.0,38.0,2.0,73.0
251,2072145,xiayunling_meo,2018-04-02 07:00:00,Hail,27.1,956.2,22.0,4.3,185.0
252,2073661,shunyi_meo,2018-04-02 08:00:00,Hail,24.2,1000.3,50.0,2.0,105.0
253,2073662,hadian_meo,2018-04-02 08:00:00,Hail,25.5,998.0,43.0,1.5,157.0
254,2073663,yanqing_meo,2018-04-02 08:00:00,Hail,26.6,946.5,29.0,1.5,85.0
255,2073664,miyun_meo,2018-04-02 08:00:00,Hail,25.6,994.9,43.0,3.9,256.0
256,2073665,huairou_meo,2018-04-02 08:00:00,Hail,24.5,994.8,49.0,2.3,277.0
257,2073666,shangdianzi_meo,2018-04-02 08:00:00,Hail,23.9,969.7,47.0,5.1,227.0
258,2073667,pinggu_meo,2018-04-02 08:00:00,Hail,26.0,999.9,31.0,0.9,280.0
259,2073668,tongzhou_meo,2018-04-02 08:00:00,Hail,24.6,1001.1,50.0,1.7,69.0
260,2073669,chaoyang_meo,2018-04-02 08:00:00,Hail,24.8,999.4,41.0,0.9,232.0
261,2073670,pingchang_meo,2018-04-02 08:00:00,Hail,23.7,994.9,45.0,2.2,110.0
262,2073671,zhaitang_meo,2018-04-02 08:00:00,Hail,25.6,952.2,37.0,5.1,73.0
263,2073672,mentougou_meo,2018-04-02 08:00:00,Hail,24.7,993.7,42.0,1.4,91.0
264,2073673,beijing_meo,2018-04-02 08:00:00,Hail,24.6,999.7,45.0,1.5,99.0
265,2073674,shijingshan_meo,2018-04-02 08:00:00,Hail,25.1,996.0,42.0,1.6,128.0
266,2073675,fengtai_meo,2018-04-02 08:00:00,Hail,25.6,997.0,41.0,1.0,18.0
267,2073676,daxing_meo,2018-04-02 08:00:00,Hail,25.0,998.8,44.0,2.4,104.0
268,2073677,fangshan_meo,2018-04-02 08:00:00,Hail,25.3,997.7,36.0,1.6,82.0
