,id,station_id,time,temperature,pressure,humidity,wind_speed,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,Cloudy,Hail,Light Rain,Overcast,Rain,Sleet,Sunny/clear,Thundershower
55,2055285,hadian_meo,2018-04-01 20:00:00,0.55,0.5845454545454541,0.77,0.0625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,2055286,yanqing_meo,2018-04-01 20:00:00,0.5114285714285713,0.12454545454545496,0.61,0.04375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
57,2055287,miyun_meo,2018-04-01 20:00:00,0.5071428571428571,0.5590909090909091,0.88,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,2055288,huairou_meo,2018-04-01 20:00:00,0.5528571428571429,0.5554545454545456,0.8,0.10625,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
59,2055289,shangdianzi_meo,2018-04-01 20:00:00,0.5771428571428571,0.32545454545454505,0.6,0.09375,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
60,2055290,pinggu_meo,2018-04-01 20:00:00,0.5885714285714286,0.6036363636363634,0.71,0.24375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
61,2055291,tongzhou_meo,2018-04-01 20:00:00,0.5471428571428572,0.616363636363636,0.85,0.1125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
62,2055292,chaoyang_meo,2018-04-01 20:00:00,0.5399999999999999,0.5981818181818178,0.84,0.075,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
63,2055293,pingchang_meo,2018-04-01 20:00:00,0.5371428571428571,0.5545454545454546,0.63,0.05,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
64,2055294,zhaitang_meo,2018-04-01 20:00:00,0.4928571428571429,0.17363636363636384,0.44,0.03125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
65,2055295,mentougou_meo,2018-04-01 20:00:00,0.5442857142857143,0.5436363636363633,0.6,0.0375,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
66,2055296,beijing_meo,2018-04-01 20:00:00,0.5628571428571428,0.6,0.78,0.10625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,2055297,shijingshan_meo,2018-04-01 20:00:00,0.5214285714285715,0.566363636363636,0.7,0.05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,2055298,fengtai_meo,2018-04-01 20:00:00,0.5371428571428571,0.5745454545454549,0.75,0.01875,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,2055299,daxing_meo,2018-04-01 20:00:00,0.5371428571428571,0.591818181818182,0.63,0.06875,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70,2055300,fangshan_meo,2018-04-01 20:00:00,0.5328571428571428,0.5809090909090907,0.56,0.05,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
71,2055301,xiayunling_meo,2018-04-01 20:00:00,0.5085714285714286,0.20727272727272686,0.47,0.0125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72,2056817,shunyi_meo,2018-04-01 21:00:00,0.5585714285714286,0.6054545454545457,0.83,0.0375,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
73,2056818,hadian_meo,2018-04-01 21:00:00,0.5442857142857143,0.5863636363636363,0.82,0.05625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74,2056819,yanqing_meo,2018-04-01 21:00:00,0.5042857142857142,0.12363636363636385,0.61,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75,2056820,miyun_meo,2018-04-01 21:00:00,0.4971428571428571,0.5609090909090914,0.9,0.0125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,2056821,huairou_meo,2018-04-01 21:00:00,0.5428571428571428,0.5572727272727268,0.81,0.175,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
77,2056822,shangdianzi_meo,2018-04-01 21:00:00,0.5585714285714286,0.32545454545454505,0.68,0.0875,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
78,2056823,pinggu_meo,2018-04-01 21:00:00,0.5785714285714286,0.6018181818181823,0.73,0.21875,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
79,2056824,tongzhou_meo,2018-04-01 21:00:00,0.5371428571428571,0.6154545454545459,0.87,0.20625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
80,2056825,chaoyang_meo,2018-04-01 21:00:00,0.5342857142857143,0.5990909090909089,0.91,0.05625,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
81,2056826,pingchang_meo,2018-04-01 21:00:00,0.5285714285714286,0.5572727272727268,0.7,0.08125,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
82,2056827,zhaitang_meo,2018-04-01 21:00:00,0.4785714285714286,0.17545454545454503,0.47,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83,2056828,mentougou_meo,2018-04-01 21:00:00,0.5328571428571428,0.5454545454545454,0.7,0.075,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
84,2056829,beijing_meo,2018-04-01 21:00:00,0.5528571428571429,0.6009090909090912,0.83,0.1125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85,2056830,shijingshan_meo,2018-04-01 21:00:00,0.51,0.567272727272727,0.72,0.03125,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,2056831,fengtai_meo,2018-04-01 21:00:00,0.5614285714285714,0.5763636363636362,0.81,0.0625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87,2056832,daxing_meo,2018-04-01 21:00:00,0.5399999999999999,0.5927272727272731,0.76,0.08125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88,2056833,fangshan_meo,2018-04-01 21:00:00,0.51,0.5818181818181818,0.6,0.075,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
89,2056834,xiayunling_meo,2018-04-01 21:00:00,0.4971428571428571,0.20636363636363678,0.49,0.01875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
90,2058350,shunyi_meo,2018-04-01 22:00:00,0.5385714285714286,0.6109090909090913,0.88,0.01875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,2058351,hadian_meo,2018-04-01 22:00:00,0.5399999999999999,0.5899999999999997,0.86,0.06875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,2058352,yanqing_meo,2018-04-01 22:00:00,0.4957142857142858,0.1281818181818184,0.62,0.0375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
93,2058353,miyun_meo,2018-04-01 22:00:00,0.48999999999999994,0.5627272727272725,0.91,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,2058354,huairou_meo,2018-04-01 22:00:00,0.5357142857142857,0.5590909090909091,0.84,0.11875,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
95,2058355,shangdianzi_meo,2018-04-01 22:00:00,0.5471428571428572,0.32727272727272727,0.72,0.0375,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
96,2058356,pinggu_meo,2018-04-01 22:00:00,0.5728571428571428,0.6045454545454545,0.75,0.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
97,2058357,tongzhou_meo,2018-04-01 22:00:00,0.5285714285714286,0.6172727272727271,0.88,0.1375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
98,2058358,chaoyang_meo,2018-04-01 22:00:00,0.53,0.6036363636363634,0.91,0.08125,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,2058359,pingchang_meo,2018-04-01 22:00:00,0.5271428571428571,0.5609090909090914,0.71,0.0625,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,2058360,zhaitang_meo,2018-04-01 22:00:00,0.4671428571428572,0.17818181818181839,0.5,0.01875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
101,2058361,mentougou_meo,2018-04-01 22:00:00,0.5242857142857144,0.5490909090909089,0.73,0.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
102,2058362,beijing_meo,2018-04-01 22:00:00,0.5442857142857143,0.6045454545454545,0.85,0.1625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
103,2058363,shijingshan_meo,2018-04-01 22:00:00,0.5042857142857142,0.5709090909090905,0.78,0.05,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
104,2058364,fengtai_meo,2018-04-01 22:00:00,0.5685714285714285,0.5790909090909095,0.77,0.075,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105,2058365,daxing_meo,2018-04-01 22:00:00,0.5342857142857143,0.5963636363636365,0.83,0.075,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106,2058366,fangshan_meo,2018-04-01 22:00:00,0.5185714285714286,0.5854545454545452,0.68,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107,2058367,xiayunling_meo,2018-04-01 22:00:00,0.48714285714285716,0.20909090909090908,0.52,0.0625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
108,2059883,shunyi_meo,2018-04-01 23:00:00,0.5371428571428571,0.6154545454545459,0.89,0.03125,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
109,2059884,hadian_meo,2018-04-01 23:00:00,0.5471428571428572,0.5936363636363632,0.87,0.08125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,2059885,yanqing_meo,2018-04-01 23:00:00,0.49428571428571433,0.1309090909090907,0.64,0.06875,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
111,2059886,miyun_meo,2018-04-01 23:00:00,0.49428571428571433,0.5681818181818182,0.91,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,2059887,huairou_meo,2018-04-01 23:00:00,0.5357142857142857,0.5636363636363636,0.85,0.0625,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
113,2059888,shangdianzi_meo,2018-04-01 23:00:00,0.5428571428571428,0.33181818181818185,0.77,0.0875,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
114,2059889,pinggu_meo,2018-04-01 23:00:00,0.5800000000000001,0.6081818181818179,0.74,0.225,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
115,2059890,tongzhou_meo,2018-04-01 23:00:00,0.53,0.6209090909090905,0.88,0.09375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
116,2059891,chaoyang_meo,2018-04-01 23:00:00,0.5414285714285714,0.6072727272727269,0.91,0.0625,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117,2059892,pingchang_meo,2018-04-01 23:00:00,0.5328571428571428,0.5645454545454548,0.72,0.0625,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
118,2059893,zhaitang_meo,2018-04-01 23:00:00,0.4671428571428572,0.18272727272727293,0.49,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119,2059894,mentougou_meo,2018-04-01 23:00:00,0.5328571428571428,0.5527272727272723,0.65,0.11875,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
120,2059895,beijing_meo,2018-04-01 23:00:00,0.5414285714285714,0.6090909090909091,0.85,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
121,2059896,shijingshan_meo,2018-04-01 23:00:00,0.5414285714285714,0.575454545454545,0.85,0.03125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
122,2059897,fengtai_meo,2018-04-01 23:00:00,0.5785714285714286,0.5836363636363641,0.76,0.10625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123,2059898,daxing_meo,2018-04-01 23:00:00,0.5399999999999999,0.6018181818181823,0.88,0.0875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
124,2059899,fangshan_meo,2018-04-01 23:00:00,0.5328571428571428,0.5909090909090909,0.82,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
125,2059900,xiayunling_meo,2018-04-01 23:00:00,0.4914285714285714,0.2118181818181814,0.49,0.0375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
126,2062930,shunyi_meo,2018-04-02 01:00:00,0.5742857142857143,0.6190909090909092,0.8,0.05,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
127,2062931,hadian_meo,2018-04-02 01:00:00,0.5928571428571429,0.5972727272727277,0.73,0.10625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128,2062932,yanqing_meo,2018-04-02 01:00:00,0.5714285714285714,0.13454545454545414,0.52,0.03125,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
129,2062933,miyun_meo,2018-04-02 01:00:00,0.5885714285714286,0.5718181818181816,0.75,0.0875,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
130,2062934,huairou_meo,2018-04-02 01:00:00,0.5914285714285714,0.566363636363636,0.7,0.1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
131,2062935,shangdianzi_meo,2018-04-02 01:00:00,0.6114285714285714,0.33636363636363636,0.6,0.08125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
132,2062936,pinggu_meo,2018-04-02 01:00:00,0.6214285714285714,0.6136363636363636,0.7,0.06875,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
133,2062937,tongzhou_meo,2018-04-02 01:00:00,0.5571428571428572,0.6281818181818184,0.81,0.0875,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
134,2062938,chaoyang_meo,2018-04-02 01:00:00,0.5671428571428572,0.6127272727272726,0.82,0.10625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
135,2062939,pingchang_meo,2018-04-02 01:00:00,0.6028571428571429,0.566363636363636,0.6,0.06875,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
136,2062940,zhaitang_meo,2018-04-02 01:00:00,0.5857142857142857,0.18363636363636404,0.28,0.08125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
137,2062941,mentougou_meo,2018-04-02 01:00:00,0.5971428571428571,0.5563636363636367,0.66,0.10625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
138,2062942,beijing_meo,2018-04-02 01:00:00,0.5642857142857143,0.6136363636363636,0.79,0.10625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
139,2062943,shijingshan_meo,2018-04-02 01:00:00,0.5971428571428571,0.5790909090909095,0.68,0.14375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
140,2062944,fengtai_meo,2018-04-02 01:00:00,0.6128571428571429,0.5872727272727275,0.68,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
141,2062945,daxing_meo,2018-04-02 01:00:00,0.5728571428571428,0.6054545454545457,0.78,0.11875,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142,2062946,fangshan_meo,2018-04-02 01:00:00,0.6028571428571429,0.5936363636363632,0.64,0.08125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
143,2062947,xiayunling_meo,2018-04-02 01:00:00,0.6014285714285714,0.21363636363636362,0.29,0.06875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
144,2064463,shunyi_meo,2018-04-02 02:00:00,0.5828571428571429,0.6200000000000004,0.78,0.075,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
145,2064464,hadian_meo,2018-04-02 02:00:00,0.62,0.5981818181818178,0.68,0.075,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
146,2064465,yanqing_meo,2018-04-02 02:00:00,0.6142857142857143,0.13545454545454524,0.45,0.08125,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
147,2064466,miyun_meo,2018-04-02 02:00:00,0.6142857142857143,0.5709090909090905,0.7,0.1125,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
148,2064467,huairou_meo,2018-04-02 02:00:00,0.6,0.5681818181818182,0.71,0.05,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
149,2064468,shangdianzi_meo,2018-04-02 02:00:00,0.6357142857142857,0.3354545454545452,0.6,0.19375,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
150,2064469,pinggu_meo,2018-04-02 02:00:00,0.6385714285714286,0.6136363636363636,0.65,0.09375,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
151,2064470,tongzhou_meo,2018-04-02 02:00:00,0.57,0.6281818181818184,0.78,0.08125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
152,2064471,chaoyang_meo,2018-04-02 02:00:00,0.5785714285714286,0.6136363636363636,0.8,0.0875,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
153,2064472,pingchang_meo,2018-04-02 02:00:00,0.6285714285714286,0.567272727272727,0.59,0.11875,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
154,2064473,zhaitang_meo,2018-04-02 02:00:00,0.6385714285714286,0.18090909090909071,0.24,0.05625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
155,2064474,mentougou_meo,2018-04-02 02:00:00,0.6214285714285714,0.5563636363636367,0.61,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
156,2064475,beijing_meo,2018-04-02 02:00:00,0.5857142857142857,0.6127272727272726,0.75,0.14375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
157,2064476,shijingshan_meo,2018-04-02 02:00:00,0.6214285714285714,0.5790909090909095,0.63,0.175,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
158,2064477,fengtai_meo,2018-04-02 02:00:00,0.6357142857142857,0.5872727272727275,0.64,0.13125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
159,2064478,daxing_meo,2018-04-02 02:00:00,0.6028571428571429,0.6054545454545457,0.71,0.1375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
160,2064479,fangshan_meo,2018-04-02 02:00:00,0.6342857142857142,0.5927272727272731,0.54,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
